date,ticker,garman_klass_vol,rsi,bb_low,bb_mid,bb_high,atr,macd,return_1m,return_2m,return_3m,return_6m,return_9m,return_12m,Mkt-RF,SMB,HML,RMW,CMA
2017-10-31,AAL,-0.0003632621382604,41.05176785019863,3.849109997781502,3.921749552881798,3.994389107982093,1.0110618490900831,-0.0186978109651244,-0.0141083222202234,0.022981308738458,-0.023859965418275,0.0164952539434439,0.0070082584535868,0.0127018845499369,1.2656637221697473,1.3143162322465203,0.6013398632042591,0.4588604126232789,0.563292971334241
2017-10-31,AAPL,-0.0010547938687499,69.19665055586117,3.594730135781521,3.6416025518939454,3.68847496800637,-0.9066420990700124,-0.0392752470767565,0.0968074274050174,0.0152494663273556,0.0449550922687629,0.0288746463846922,0.0389413997570695,0.0352284494193011,1.275748533470147,-0.27169196936918805,-0.5911449104103182,0.6477820171927954,0.4580781506188741
2017-10-31,ABBV,-0.034007762360065,55.24796919058456,4.196702349280898,4.243062864784631,4.289423380288364,0.3755567487975157,0.4738153859713679,0.0227283027261799,0.098590388752757,0.0913793328021081,0.0564946810040767,0.0472731881332257,0.0440255760142387,0.49452327545445357,0.36227984226485893,-0.03310141360940615,0.2419804758673502,0.1649205892741866
2017-10-31,ABT,-0.0051903303539515,53.84490512419957,3.8925677201063142,3.916137347369665,3.939706974633016,-1.0400436381924851,0.2761331141932426,0.021275734248543,0.0343081748690103,0.0348009236340749,0.0386721780888184,0.0313195964964054,0.0292935704413785,0.8280915070817144,-0.199021584212302,-0.5293843876110006,0.25240645304127024,0.9702101923411767
2017-10-31,ACN,-0.0039246084261898,69.36486819480704,4.802674771865725,4.842354226051779,4.882033680237834,-0.9865142203062016,0.3523410787565808,0.0641797222714237,0.0484543146784848,0.0372024519906089,0.0286923905298277,0.0273976240111659,0.0187283629649994,1.199046725153166,-0.16669925648545517,-0.32821431367623005,0.2677903676547093,0.16888426068552287
2017-10-31,ADBE,6.665619514886513e-05,70.0893166534602,4.9517589300267115,5.089292039575708,5.226825149124705,-0.8882688192186153,0.6121017822571516,0.1741521132984065,0.0624966813043026,0.0613916094415762,0.0459933773216063,0.0495151753738412,0.0415149452717442,1.1153877492430888,-0.33078490291700097,-0.17428316653807321,-0.22476475530804255,-0.6979944574407893
2017-10-31,AIG,-0.011985321738739,62.107067997473656,3.954766556160216,3.995602091479455,4.036437626798694,-1.0714006553183508,0.7483027488305197,0.0524516639553023,0.0363131937540599,-0.0025417788513133,0.0116089841589472,0.0023136133149874,0.0055526457196692,0.9393391754048889,0.08581667646442981,0.9932384883369584,-0.589342386224258,-0.5846832293636709
2017-10-31,AMAT,-0.0017231287473865,69.55590341434666,3.880559358097654,3.9418650990329462,4.003170839968239,-0.7319056620349178,0.6725965618952849,0.0833172392383074,0.1183314531124437,0.0847693635571595,0.0571635557461689,0.0579163168787344,0.0577335706107489,1.2572117402631224,0.607021129889122,0.7010186297045777,-0.3582301976909113,-0.6696903253974518
2017-10-31,AMGN,-0.0149806531266331,38.02536133764824,4.961736463270324,5.008014764941809,5.054293066613294,-0.5926223486780113,-0.7732910862834742,-0.060230191008664,-0.0071978397363174,0.0036004607662403,0.0141417263217584,0.0148463632721105,0.0205141672768049,0.7626767950689719,0.18042385485199172,-0.8322422076646058,0.4682904765544513,1.6190309915809162
2017-10-31,AMZN,3.192168610906708e-05,72.44224453334368,3.8526625810956174,3.935809984199971,4.018957387304326,-0.8866779437870033,0.3492526050719543,0.1497165176249051,0.0616716402584511,0.0381753055053848,0.030123303252219,0.033242210147943,0.0283998729504075,1.3193713537885616,-0.6026857468176956,-0.4586965458387353,-0.59344479961693,-0.1533540766468234
2017-10-31,AVGO,-0.0179960483013067,66.69461280906746,5.249869556592444,5.294213343707619,5.338557130822794,-0.8021572458614497,-0.0358144584373595,0.0881091431043512,0.0253050519083462,0.0241798593206095,0.0315945496670162,0.0330508412686874,0.0387934283177768,0.9752838247798933,0.34809147182821826,-0.3783287728805889,0.47460959023586646,0.10321045702999805
2017-10-31,AXP,-0.0028256951689031,72.43724178641615,4.416391054867379,4.449307665812244,4.482224276757108,-0.9540602154807972,0.546973068450653,0.0600126932984546,0.0553153577998657,0.0400600813021057,0.0329217745111296,0.026492929437385,0.0321141398369386,1.2348998076379198,-0.3619690928597889,0.7073952833698903,-0.8228283438899618,-0.325093926158231
2017-10-31,AZO,4.367616455520065e-05,54.63488148758249,6.365191547508904,6.387460071051696,6.409728594594488,-0.9441078549314404,-0.0971625672286673,-0.0094268042708918,0.0561948894650121,0.0297811650831296,-0.0264093049918049,-0.0227233264189712,-0.0178545232616625,0.5143712573378125,0.3664719389206752,-0.3044335052606629,1.2928851411703544,0.21776781559014333
2017-10-31,BA,-0.0012888758064922,55.27683566013837,5.492360326586432,5.510899088063227,5.529437849540022,-0.7319555853844297,0.2362825108047783,0.0148303431890315,0.0375170809667229,0.0229228010801032,0.0595416967596758,0.0546284395459524,0.0533599023491975,1.0168829859947233,1.2676930119194798,0.19193263413543662,0.22182777794707706,0.14627825647223283
2017-10-31,BAC,-0.0098290155614576,66.39572981825684,3.1171716521320745,3.1732189555027612,3.229266258873448,-0.9583885429433786,0.9101115039291514,0.0808994772971096,0.0707496048976272,0.0450654109813906,0.0284626117389432,0.0226850905381041,0.0444552296664626,1.3385000330111065,-0.27789244704377974,1.3497595688936792,-0.7012702840643618,-0.6932595679091277
2017-10-31,BIIB,0.0001568343340692,45.124027858630996,5.72002811446295,5.792680539783564,5.865332965104178,0.2131244598190879,-0.2353689221078459,-0.0046627218888775,-0.0077696230178151,0.0247843992753906,0.0234404183434371,0.0130881700153835,0.0089128713722623,0.1620220807584708,0.5900425329782724,-0.5469211973412051,-0.3756243999561266,0.6435313250996026
2017-10-31,BKNG,0.000211965698173,52.71754972312087,7.540586219767578,7.558723073841108,7.576859927914638,-1.0440554594458862,0.0741440495734141,0.0443189926278395,0.0160370201039163,-0.0195293560341791,0.0057939983847699,0.0217658347974862,0.0219025023335235,1.170926160496549,-0.11635094750367747,0.6221378973624394,0.3387991581211353,-0.5948572754427084
2017-10-31,BMY,-0.0150810831931957,47.17354709067885,3.9141035786583207,3.962006301161986,4.009909023665652,-0.1150834501938898,-0.2979046710463728,-0.0267696371199054,0.0127633991836884,0.0292127040974472,0.0182289492095708,0.0277996123120605,0.0183653586345122,0.3809199052799572,0.32831191507933727,-0.32559709096421646,1.013793464129871,0.7435919761678725
2017-10-31,BRK-B,2.7424844134362013e-05,56.45203987196684,5.230568190643396,5.240762655270419,5.250957119897443,-1.1309011918486165,0.1917799798301122,0.0197468632585486,0.0158274905313327,0.0223027986654682,0.0208085898270726,0.0145569355379768,0.0218088472008748,0.976243014388627,-0.7937348941634866,0.5148053946868294,-0.19707238926771256,-0.07709466096434421
2017-10-31,C,-0.0206590783310892,56.98237252328191,4.0604757895697965,4.0909912968643285,4.1215068041588605,-0.7281881878636082,0.3897568841735467,0.0104481054101313,0.0394256245190227,0.0255892761080958,0.0377512409277784,0.0321870023475632,0.0352620556578846,1.4458617439923331,0.18645057820914857,1.23457760023399,-0.2982056582273925,-0.3939103072466968
2017-10-31,CAT,-0.0094970866289364,73.03994571337446,4.6704592075459965,4.733355393081182,4.796251578616368,-1.1480783643520205,0.7807555188023082,0.0954212222308452,0.0783027929940889,0.0623216827235579,0.0507111865689953,0.0421756149963485,0.0439805282149399,0.9436676695592844,0.36537450857274023,0.38321082927538175,-0.024990350778899145,0.1683983794483985
2017-10-31,CHTR,0.0010731925152455,38.54538789625807,5.767977280423387,5.86208267603896,5.956188071654533,-0.1353104735191345,-1.4158081954530957,-0.0804853858325452,-0.0843114679720988,-0.0517892341121037,-0.0053785174578756,0.0034571472103257,0.0245147531413794,1.0795359023071602,-0.1891807038208757,0.002475502041837598,0.3820797478280073,-0.23046190060625968
